41614,10,1051.8,19.1,40
37503,8,807,19.1,44
38515,4,290.9,19,52
38515,3,240.4,18.8,50
38515,10,811.6,18.8,48
47686,2,236.6,18.7,40
21113,1,113,19.1,44
22125,1,120.6,19.1,50
22125,7,695.7,18.9,50
24149,1,113,18.8,54
24149,1,106.4,19.1,56
8190,2,203.2,18.9,60
8190,2,209.3,18.7,58
10016,3,267.4,18.9,62
30343,2,178.8,18.9,48
30343,4,343,19.1,50
30343,8,741.3,19,50
30343,9,1117.4,19.1,48
31373,4,323.8,19,52
31373,2,238.3,18.7,52
31373,1,79.5,18.9,52
31373,2,209.7,18.8,52
32403,1,68.9,18.8,56
10015,2,197.5,19.1,58
10015,2,222.6,19.1,58
22178,1,73,18.8,50
23198,7,720.2,18.9,52
45662,3,270.1,18.8,40
45662,2,223.4,18.9,38
25313,4,284.5,18.9,44
14214,2,187.1,19,64
26343,10,843.2,19.1,48
26343,4,374.4,18.8,48
27373,13,1173.8,18.7,52
27373,2,126.9,18.8,52
28403,3,245.8,19.1,56
14213,2,165.2,19.1,64
14213,4,312.4,19,64
61841,2,147.5,18.7,39
61841,2,171.8,18.9,38
50722,3,252.5,19,44
51734,5,511,18.7,50
51734,1,83.5,19,48
51734,1,54,18.7,50
51734,1,99.6,18.9,50
52746,2,163,19.1,52
34466,5,496.8,19.2,48
34466,1,83.7,19.5,48
35478,2,169.5,19.3,52
59818,2,171.3,19.6,42
56783,11,806.2,19.3,52
38516,1,58.4,19.2,52
22126,1,92.3,19.6,48
8220,2,192.1,19.6,58
8220,1,119.9,19.2,60
8220,1,83.9,19.5,58
45709,8,950.5,19.4,38
31374,4,320.1,19.3,52
10017,2,187.7,19.4,58
10017,1,102.1,19.5,60
10017,4,456.8,19.6,60
8584,1,78.3,19.5,60
49711,1,81.5,19.6,38
45663,3,264.3,19.4,38
45663,11,902.8,19.4,42
45663,1,106.6,19.6,38
45663,1,86,19.4,40
13187,6,548.6,19.3,60
13187,1,73.4,19.2,60
50723,4,389.9,19.4,44
57796,2,148.2,20.6,56
47685,4,443,18.3,38
21112,1,105.7,18.6,44
45707,1,100.2,18.4,38
25312,1,104.3,18.3,44
26342,1,89.3,18.6,50
47685,1,112.8,18.3,38
47682,12,1427.8,17.1,38
17003,1,116.9,16.1,44
31372,1,110.4,18.4,52
22125,1,104.9,18.7,48
